[24032:18180:0308/155854.047:ERROR:system_network_context_manager.cc(660)] Cannot use V8 Proxy resolver in single process mode.
[24032:18180:0308/155854.056:ERROR:system_network_context_manager.cc(660)] Cannot use V8 Proxy resolver in single process mode.
[24032:18180:0308/155854.064:ERROR:system_network_context_manager.cc(660)] Cannot use V8 Proxy resolver in single process mode.
[24032:18180:0308/155854.071:WARNING:chrome_browser_main_win.cc(809)] Command line too long for RegisterApplicationRestart:  --allow-pre-commit-input --disable-background-networking --disable-backgrounding-occluded-windows --disable-blink-features=AutomationControlled --disable-client-side-phishing-detection --disable-default-apps --disable-dev-shm-usage --disable-hang-monitor --disable-infobars --disable-popup-blocking --disable-prompt-on-repost --disable-sync --enable-blink-features=ShadowDOMV0 --enable-logging --gpu-preferences=UAAAAAAAAADoAAAIAAAAAAAAAAAAAAAAAABgAAAAAAAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAAAAAAAAASAAAAAAAAAAYAAAAAgAAABAAAAAAAAAAGAAAAAAAAAAQAAAAAAAAAAAAAAAOAAAAEAAAAAAAAAABAAAADgAAAAgAAAAAAAAACAAAAAAAAAA= --load-extension="C:\Users\ADMINI~1\AppData\Local\Temp\scoped_dir16464_1361419529\extension_gnnhemgflmofpjfidjccfafmahiopeap" --log-level=0 --no-first-run --no-sandbox --no-service-autorun --password-store=basic --remote-debugging-port=0 --single-process --start-maximized --test-type=webdriver --use-mock-keychain --user-agent="Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/98.0.4758.102 Safari/537.36" --user-data-dir="C:\Users\Administrator\Desktop\sinhyun code\nike\dist\cookies\3\Chrome_cookie" --restore-last-session
[24032:9040:0308/155854.185:ERROR:dxva_video_decode_accelerator_win.cc(1427)] DXVAVDA fatal error: Could not load mf.dll: ÁöÁ¤µÈ ¸ðµâÀ» Ã£À» ¼ö ¾ø½À´Ï´Ù. (0x7E)
[24032:18180:0308/155857.238:ERROR:device_event_log_impl.cc(214)] [15:58:57.238] USB: usb_service_win.cc:391 Could not read device interface GUIDs: ÁöÁ¤µÈ ÆÄÀÏÀ» Ã£À» ¼ö ¾ø½À´Ï´Ù. (0x2)
[24032:18180:0308/155857.240:ERROR:device_event_log_impl.cc(214)] [15:58:57.240] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: ½Ã½ºÅÛ¿¡ ºÎÂøµÈ ÀåÄ¡°¡ ÀÛµ¿ÇÏÁö ¾Ê½À´Ï´Ù. (0x1F)
[24032:18180:0308/155857.243:ERROR:device_event_log_impl.cc(214)] [15:58:57.243] USB: usb_device_handle_win.cc:1049 Failed to read descriptor from node connection: ½Ã½ºÅÛ¿¡ ºÎÂøµÈ ÀåÄ¡°¡ ÀÛµ¿ÇÏÁö ¾Ê½À´Ï´Ù. (0x1F)
[24032:18180:0308/155859.079:INFO:CONSOLE(707)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://fonts.gstatic.com/s/notosanskr/v25/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.119.woff2", source: https://www.nike.com/kr/ko_kr/ (707)
[24032:18180:0308/155859.079:INFO:CONSOLE(707)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://fonts.gstatic.com/s/notosanskr/v25/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.118.woff2", source: https://www.nike.com/kr/ko_kr/ (707)
[24032:18180:0308/155859.082:INFO:CONSOLE(707)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://fonts.gstatic.com/s/notosanskr/v25/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.111.woff2", source: https://www.nike.com/kr/ko_kr/ (707)
[24032:18180:0308/155859.086:INFO:CONSOLE(707)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://fonts.gstatic.com/s/notosanskr/v25/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.115.woff2", source: https://www.nike.com/kr/ko_kr/ (707)
[24032:18180:0308/155859.087:INFO:CONSOLE(707)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://fonts.gstatic.com/s/notosanskr/v25/PbykFmXiEBPT4ITbgNA5Cgm20xz64px_1hVWr0wuPNGmlQNMEfD4.113.woff2", source: https://www.nike.com/kr/ko_kr/ (707)
[24032:18180:0308/155859.110:INFO:CONSOLE(5191)] "Slow network is detected. See https://www.chromestatus.com/feature/5636954674692096 for more details. Fallback font will be used while loading: https://fonts.gstatic.com/s/notosanskr/v25/Pby7FmXiEBPT4ITbgNA5CgmOIl3I7dAGs2lYoVAUOdqfkBNGBJWUFERI.118.woff2", source: https://www.nike.com/kr/ko_kr/ (5191)
